id_bo	title	ref_txt	kw_list	eor
J1650089732	The effect of indentation sequence on rock breakages: A study based on laboratory and numerical tests	Rock may response differently to external loads applied in different sequences. Thus, we conducted indentation tests to investigate the effect of the indentation sequence on rock breakages. Sequential indentations, consuming less indentation energy, usually resulted in larger and deeper grooves and then led to lower specific energies. Thus, we conclude that sequential indentations occur instead of simultaneous indentations form larger grooves with the same indentation energy. To further validate this conclusion, we performed a series of numerical tests. The numerical analysis of stress evolution shows that, for simultaneous indentations, the propagation of an internal crack from an inner rim restrained the propagation of the other internal crack from the other inner rim. However, the chipping pattern varied for sequential indentations. In the first indentation process, an internal crack, initiating from an inner rim, is usually connected with an internal crack caused by the second indentation. The deflection angles of the internal cracks for the sequential indentations were smaller because of the lower compressive stress in the horizontal direction. Then, these smaller deflection angles led to larger chips.	 Indentation sequence; Crack propagation; Stress evolution; Indentation.	###
J1701273X189	Mitigation of crosstalk based on CSO-ICA in free space orbital angular momentum multiplexing systems	Orbital angular momentum (OAM) multiplexing has caused a lot of concerns and researches in recent years because of its great spectral efficiency and many OAM systems in free space channel have been demonstrated. However, due to the existence of atmospheric turbulence, the power of OAM beams will diffuse to beams with neighboring topological charges and inter-mode crosstalk will emerge in these systems, resulting in the system nonavailability in severe cases. In this paper, we introduced independent component analysis (ICA), which is known as a popular method of signal separation, to mitigate inter-mode crosstalk effects; furthermore, aiming at the shortcomings of traditional ICA algorithm's fixed iteration speed, we proposed a joint algorithm, CSO-ICA, to improve the process of solving the separation matrix by taking advantage of fast convergence rate and high convergence precision of chicken swarm algorithm (CSO). We can get the optimal separation matrix by adjusting the step size according to the last iteration in CSO-ICA. Simulation results indicate that the proposed algorithm has a good performance in inter-mode crosstalk mitigation and the optical signal-to-noise ratio (OSNR) requirement of received signals (OAM+2, OAM+4, OAM+6, OAM+8) is reduced about 3.2 dB at bit error ratio (BER) of 3.8 _* 10{_-3}. Meanwhile, the convergence speed is much faster than the traditional ICA algorithm by improving about an order of iteration times.	 Orbital angular momentum multiplexing; Free space; Inter-mode crosstalk; Independent component analysis; Chicken swarm.	###
J1651345X757	Gold-Catalyzed Controllable C2-Functionalization of Benzofurans with Aryl Diazoesters	A ligand-controlled gold-catalyzed chemoselective C2-functionalization of benzofuran substrates with aryl diazoesters has been developed. The use of IPrAu(PhCN)BAr[F] provides unprecedented dearomatization products bearing a newly formed carbon-carbon double bond at the C2 position of benzofurans. In contrast, the C2-alkylation products have been isolated as the major products for phosphite gold catalysis.		###
J17248709286	Early to middle Cenozoic paleoenvironment and erosion estimates of the southwestern Barents Sea: Insights from a regional mass-balance approach	The Cenozoic pre-glacial development of the southwestern Barents Sea is discussed, with focus on the early to middle Cenozoic net erosion that was poorly constrained. From 2D and 3D seismic mapping, the western Barents Sea continental margin development shows a complex history of structural configuration of highs and basins related to the Greenland and Eurasian plate movement and subsequent seafloor spreading in the Norwegian-Greenland Sea. Our subdivision of the Sorvestsnaget Basin allows for a closer focus on the tectonostratigraphic development in an overall transtensional setting. To the west, the lower to middle Cenozoic sediments are observed to be systematically overlying the oceanic crust in the Lofoten Basin in accordance to the progressive seafloor's opening. Based on interpretation of five seismic units including sediment progradation (clinoforms) as well as lithology information from exploration wells, the paleoenvironments for the Paleocene, Eocene, Oligocene, and Neogene periods were reconstructed. The mass-balance approach has then been used to quantify the corresponding erosion of the southwestern Barents Sea source area. The Stappen High, the Loppa High, and part of mainland Northern Norway are proposed as the key drainage areas covering a combined area of 191,500 to 334,000__km{2}, depending on the location of its eastern limit. Our result shows that an average net erosion of 858-1362__m and an average erosion rate of 0.014-0.021__m/k.y have characterized the Cenozoic pre-glacial period. The calculated sediment discharge is 8.7___*__10{6}__t/y and the sediment yield is 26.2-45.7__t/km{2}/y. Comparison with present-day fluvial systems shows a similar rate of sediment discharge suggesting that our estimates are reasonable. The pre-glacial sedimentation rate is estimated to be 0.026-0.071__m/k.y, which is on average one order of magnitude lower than for the preceding glacial period characterizing this area.	 Southwestern Barents sea; Uplift and erosion; Cenozoic evolution; Paleoenvironment; Norwegian.	###
J1567046251X	A new photon source for ultraviolet photoelectron spectroscopy of organic and other damage-prone materials	Abstract Accurate measurements of the valence electronic structures of organic semiconductors are important for the development and understanding of organic electronic devices, materials, and interfaces. Ultraviolet photoelectron spectroscopy (UPS) is a well-established technique for probing valence electronic structures; however, many organic semiconductors undergo rapid sample degradation upon exposure to traditional laboratory-based vacuum ultraviolet (VUV) photon sources. Here, we report on a novel VUV photon source for UPS measurements that utilizes H Lyman-_a emission with a narrow linewidth and a widely tunable intensity, and apply it to a number of organic materials of interest to show its ability to overcome this hurdle of sample degradation. Furthermore, the H Lyman-_a source displays no measureable higher energy emission lines, which significantly reduces the background over typical He I discharge sources and allows for the onset of the density of states to be clearly observed over several orders of magnitude.	 Ultraviolet photoelectron spectroscopy; Organic semiconductor; Electronic structure; NPD;.	###
J16166210295	Norcantharidin induces mitochondrial-dependent apoptosis through Mcl-1 inhibition in human prostate cancer cells	Norcantharidin (NCTD) is the demethylated form of cantharidin that exhibits anticancer potential in many cancer cell types. Recent reports suggest that NCTD targeting ROS/AMPK and DNA replication signaling pathway could be an effective strategy for the treatment of PCa cells. However, supportive evidence is limited to the effect of NCTD that induction of apoptosis through suppression of the Mcl-1. Here, we show that NCTD induced PCa cell apoptosis and triggered caspase activation, which was associated with mitochondria dysfunction. Mechanistic investigations suggested that NCTD modulated the Akt signaling via increased nuclear translocation and interaction with the myeloid cell leukemia-1 (Mcl-1) promoter by FOXO4, resulting in an apoptotic effect. Moreover, miR-320d, which targets Mcl-1, was significantly upregulated after NCTD treatment. Overexpression of miR-320d by NCTD induced mitochondria dysfunction and apoptosis, which was notably attenuated with a miR-320d inhibitor. In vivo xenograft analysis revealed that NCTD significantly reduced tumor growth in mice with PC3 tumor xenografts. Taken together, our results provide new insights into the critical role of NCTD in suppressing Mcl-1 via epigenetic upregulation of miR-320d, resulting in PCa cell apoptosis.	 Norcantharidin; Apoptosis; Prostate cancer cells; miR-320d; Myeloid cell leukemia-1; Mitochondria.	###
J1474308375X	Changes and characteristics of dissolved organic matter in a constructed wetland system using fluorescence spectroscopy	Domestic wastewater was treated by five constructed wetland beds in series. Dissolved organic matter (DOM) collected from influent and effluent samples from the constructed wetland was investigated using fluorescence spectroscopy combined with fluorescence regional integration (FRI), parallel factor (PARAFAC) analysis, and two-dimensional correlation spectroscopy (2D-COS). This study evaluates the capability of these methods in detecting the spectral characteristics of fluorescent DOM fractions and their changes in constructed wetlands. Fluorescence excitation-emission matrix (EEM) combined with FRI analysis showed that protein-like materials displayed a higher removal ratio compared to humic-like substances. The PARAFAC analysis of wastewater DOM indicated that six fluorescent components, i.e., two protein-like substances (C1 and C6), three humic-like substances (C2, C3 and C5), and one non-humic component (C4), could be identified. Tryptophan-like C1 was the dominant component in the influent DOM. The removal ratios of six fluorescent components (C1-C6) were 56.21, 32.05, 49.19, 39.90, 29.60, and 45.87%, respectively, after the constructed wetland treatment. Furthermore, 2D-COS demonstrated that the sequencing of spectral changes for fluorescent DOM followed the order 298 nm _! 403 nm _! 283 nm (310-360 nm) in the constructed wetland, suggesting that the peak at 298 nm is associated with preferential tryptophan fluorescence removal. Variation of the fluorescence index (FI) and the ratio of fluorescence components indicated that the constructed wetland treatment resulted in the decrease of fluorescent organic pollutant with increasing the humification and chemical stability of the DOM.		###
J16259634206	Triplet-induced degradation: An important consideration in the design of solution-processed hole injection materials for organic light-emitting devices	Solution-processed organic light-emitting devices (OLEDs) still require improvements in their operational lifetime in order for them to become commercially viable. One factor that limits the lifetime of these devices is the instability of the hole injection layer (HIL). Therefore, understanding its degradation mechanism is crucial for the development of more stable solution-processed OLEDs. In this work, we use an archetypal fluorescent OLED in conjunction with an experimental solution-processed HIL in order to elucidate the degradation mechanism in these HILs. Our studies show that degradation is caused by triplet excitons. This new triplet-induced hole injection degradation is expected to be a common phenomenon in OLEDs, and therefore should have important implications for the design of stable HILs.	 Triplet excitons; OLED; Degradation mechanism; Solution-processed; Hole injection.	###
J15901065448	Hybrid cold and hot-wall reaction chamber for the rapid synthesis of uniform graphene	Abstract We introduce a novel modality in the CVD growth of graphene which combines cold-wall and hot-wall reaction chambers. This hybrid mode preserves the advantages of a cold-wall chamber such as fast growth and low power consumption, while boosting the quality of growth, similar now to conventional CVD with in hot-wall chambers. The synthesized graphene forms a uniform monolayer. Electronic transport measurements indicate significant improvement in charge carrier mobility compared to graphene synthesized in a cold-wall reaction chamber. Our results promise the development of a fast and cost-efficient growth of high quality graphene, suitable for scalable industrial applications.		###
J1651339559X	Photolysis of Tertiary Amines in the Presence of CO[2]: The Paths to Formic Acid, _a-Amino Acids, and 1,2-Diamines	"The photolysis of triethylamine (1a) in the presence of carbon dioxide leads to the hydrogenation of CO[2], the _a-C-C coupling of 1a, and the CO[2] insertion into the _a-C-H _s-bond of amine 1a. This reaction is proposed to proceed through the radical ion pair _(R[3]N{~x+}~xCO[2]{~x-}_) generated by the photoionization of amine 1a and the electron capture by CO[2]. The presence of lithium tetrafluoroborate in the reaction medium promotes the efficient and stereoselective _a-C-C coupling of 1a by enhancing the production of _a-dialkylamino radicals and the isomerization of N,N,N_"",N_""-tetraethylbutane-2,3-diamine (4a)."		###
J15604079266	Investigations on electronic, Fermi surface, Curie temperature and optical properties of Zr[2]CoAl	Abstract Using full-potential local-orbital minimum-basis along with spin-polarized relativistic Korringa-Kohn-Rostoker methods, we study the electronic, Fermi surface, Curie temperature and optical properties of Zr[2]CoAl alloy. The alloy with Li[2]AgSb and Cu[2]MnAl structures are compared in terms of magnetic properties, and the electronic structures in two structures are also discussed. According to the calculated electronic states, it finds that the Zr[2]CoAl with Li[2]AgSb structure is half-metallic ferromagnet with an integral magnetic moment of 2.00_m[B], meanwhile we also notice the d-d and p-d hybridizations are responsible for the formation of minority-spin gap, furthermore, the fat-bands are applied to discuss the mixture between d and p electrons in the vicinity of the Fermi level. The Fermi surfaces related to the valence bands are constructed, and it is found that the spin-up valence bands 26, 27 and 28 across the Fermi energy dominate the nature of electrons. By mapping the system onto a Heisenberg Hamiltonian, we obtain the exchange coupling parameters, and observe that the Zr(A)-Co(C) and Zr(A)-Zr(B) interactions provide a major contribution for exchange interactions. Based on the calculated exchange coupling parameters, the Curie temperature is estimated to be 287.86 K at equilibrium, and also the dependence of Curie temperature on lattice constant related to the tunable Curie temperature in Zr[2]CoAl alloy is studied. Finally, we report the optical properties of Zr[2]CoAl alloy, and present the photon energy dependence of the absorption, the optical conductivity and the loss function.	 Heusler alloys; Density of states; Fermi surface; Curie temperature; Optical.	###
J15596408235	Spatial and spectral super-channel optical packet switching system for multigranular SDM-WDM optical networks	Novel optical networking technologies are necessary to efficiently utilize the huge transmission capacity of spatial division multiplexing wavelength division multiplexing (SDM-WDM) optical networks. In this paper, we propose a joint spatial super-channel optical packet switching (OPS) scheme that increases the granularity of SDM-WDM optical networks. This joint switching concept simplifies the hardware of an OPS system. We experimentally investigate a 100 Gb/s spatial-spectral super-channel OPS system and present the preliminary results of the demonstration showing error-free switching operation. Finally, we discuss the benefits of this scheme in terms of the number of devices and the influence of the propagation time deviation between multiple optical payloads of a spatial super-channel optical packet from the viewpoint of the bandwidth utilization efficiency on the system	 optical fibre networks; packet switching; space division multiplexing; telecommunication channels; wavelength division multiplexing; bandwidth utilization efficiency; bit rate 100 Gbit/s; error-free switching operation; multigranular SDM-WDM optical.	###
J1500604X98	Effects of the ectoparasite Caligus rogercresseyi on Salmo salar blood parameters under farm conditions	Between 2006 and 2009, the Chilean salmon industry suffered a major sanitary crisis caused by outbreaks of infectious salmon anemia virus and Caligus rogercresseyi. Additionally, Piscirickettsia salmonis, the causative agent of piscirickettsiosis, and the parasite C. rogercresseyi continue to impact the salmon industry. This study evaluates the effects of both C. rogercresseyi infestation and P. salmonis infection concurrently on the blood parameters of Salmo salar (Atlantic salmon) under field conditions, providing an estimated parasite threshold at which the least impact occurs on host physiology. The presence of P. salmonis and C. rogercresseyi increased S. salar hematocrit, plasma glucose, and pCO[2] levels but decreased hemoglobin and pO[2] levels. Significant threshold values of parasite abundances were estimated for glucose, hematocrit, hemoglobin, and lymphocytes. This is the first study to evaluate the effects of C. rogercresseyi on S. salar physiology and to provide estimated abundance threshold values under farm conditions. Although the threshold estimations will likely be of great value for surveillance and control programs, they are an initial approximation that requires further confirmation. The prevalence of C. rogercresseyi and P. salmonis in Chilean salmon farms necessitates further research on the development and establishment of on-farm pathogen indicators.The manuscript is the first study of C. rogercresseyi effects on S. salar blood parameters on farm conditions, with an estimation of abundances thresholds values. This information is of great relevance in an integrated pest management program and S. salar welfare.	 Physiological response; Caligus rogercresseyi; On-farm infestation; Salmo.	###
J1776133320X	Drought and Famine in India, 1870-2016	Millions of people died due to famines in India in the nineteenth and twentieth centuries; however, the relationship of historical famines with drought is complicated and not well understood. Using station-based observations and simulations, we reconstruct soil moisture (agricultural) drought in India for the period 1870-2016. We show that over this century and a half period, India experienced seven major drought periods (1876-1882, 1895-1900, 1908-1924, 1937-1945, 1982-1990, 1997-2004, and 2011-2015) based on severity-area-duration analysis of reconstructed soil moisture. Out of six major famines (1873-74, 1876, 1877, 1896-97, 1899, and 1943) that occurred during 1870-2016, five are linked to soil moisture drought, and one (1943) was not. The three most deadly droughts (1877, 1896, and 1899) were linked with the positive phase of El Ni~6no-Southern Oscillation. Five major droughts were not linked with famine, and three of those five nonfamine droughts occurred after Indian independence in 1947.	 drought; India; famine; food security; VIC; soil moisture.	###
J16224415354	Stabilization of linear systems with both input and state delays by observer-predictors	This paper studies the stabilization of linear systems with both state and input delays where the input delay can be arbitrarily large yet exactly known. Observer-predictor based controllers are designed to predict the future states so that the input delay can be properly compensated. Necessary and sufficient conditions guaranteeing the stability of the closed-loop system are provided in terms of the stability of some simple linear time-delay systems refereed to as observer-error systems, by which the separation principle is discovered. Moreover, approaches in terms of linear matrix inequalities are also provided to design both the state feedback gains and observer gains. Finally, a numerical example illustrates that the proposed approaches are more effective and safe to implement than the existing methods.	 observer-predictor feedback; Time delays; Separation principle;.	###
J1607365499	Palladium-catalyzed arylation/cyclization/desulfonation cascades toward 4-aryl quinolin-2(1H)-ones with diaryliodonium salts	Abstract Palladium-catalyzed cascades of arylation/cyclization/desulfonation of ortho-aminocinnamate esters by using diaryliodonium salts afforded a wide range of 4-aryl quinolin-2(1H)-ones. As such, the desired 4-aryl quinolin-2(1H)-ones with potential biological activity has been synthesized in the yields of 34-96%.	 Arylation; Cyclization; Diaryliodonium salt; 4-Aryl.	###
J1785496X11X	Electrochemical Fluoroalkynylation of Aryl Alkenes with Fluoride Ions and Alkynyltrifluoroborate Salts	An electrochemical fluoroalkynylation reaction of aryl alkenes has been developed using fluoride ions and alkynyltrifluoroborate salts as the source of functional groups. The electric-powered vicinal alkene difunctionalization reactions add a fluorine and an alkynyl group across the alkene regioselectively without the need for transition-metal catalysts and oxidizing reagents.	 electrochemistry; fluoride ions; organotrifluoroborate; alkene difunctionalization; alkene.	###
J1652299874	Characterization of novel blast-furnace slag cement pastes and mortars activated with a reactive mixture of MgO-NaOH	This paper reports results of strength and reaction products of blast-furnace slag cements activated using a mixture of MgO-NaOH with a ratio 50/50 incorporated at 4, 6 and 8% relative to the slag mass. Pastes and mortars were prepared and cured at 20_0C and 60_0C-24__h-20_0C up to 90__days. The results indicated that the combination of MgO-NaOH acts as an effective alkaline activator of the slag, as samples cured at 20_0C developed 54__MPa at 90__days, while those at 60_0C-24__h-20_0C had a rapid strength gain at early ages but in the long run strengths of ~/42__MPa at 90__days were observed. The microstructures consisted of (C-(A)-S-H), third aluminate hydrates and hydrotalcite. The formation of the latter increased at higher MgO:NaOH concentration lowering the Al uptake by C-S-H. MgO and Mg(OH)[2] were not detected, indicating an effective incorporation of Mg{2+} ions into the atomic structure of the reaction products.		###
J16124585185	Structural, morphological and optical properties of ZnO films by thermal oxidation of ZnSe films	Abstract In this work, zinc oxide (ZnO) thin films were synthesized by thermal oxidation of zinc selenide films in oxygen atmosphere without introducing any catalysts or additives. According to the X-ray diffraction and morphology analysis, the ZnO films were hexagonal wurtzite structure, indicating the high crystalline quality. Strong emission peak at around 370 nm (ultraviolet) and weak emission peak at 525 nm (green) were observed in the photoluminescence spectra. The dependence of photoluminescence intensity on annealing conditions was investigated in the experiment. With the increase of annealing temperature and time, the photoluminescence intensity reached a peak at 450_0C for 45 min in oxygen, which was considered to be the optimal condition.	 Zinc selenide; Zinc oxide; Thermal oxidation; Thin films;.	###
J1651329826	Commercial Applications for Enzyme-Mediated Protein Conjugation: New Developments in Enzymatic Processes to Deliver Functionalized Proteins on the Commercial Scale	The field of protein conjugation most commonly refers to the chemical, enzymatic, or chemoenzymatic formation of new covalent bonds between two polypeptides, or between a single polypeptide and a new molecule (polymer, small molecule, nucleic acid, carbohydrate, etc.). Due to the modest selectivity of chemical methods for protein conjugation, there are increased efforts to develop biocatalysts that confer regioselectivity for site-specific modification, thereby complementing the existing toolbox of chemical conjugation strategies. This review summarizes key advances in the use of enzymes to functionalize proteins with commercial relevance. The examples put forth have demonstrated value at the industrial level or show promising industrial potential in the laboratory.		###
J16927769494	Structural, Optical, Morphological and Electrical Properties of CoCl[2]-filled Poly(vinyl chloride-co-vinyl acetate-co-2- hydroxypropyl acrylate) Terpolymer	Films of the poly(vinyl chloride-co-vinyl acetate-co-2-hydroxypropyl acrylate) copolymer (PVVH) filled with different concentrations of CoCl[2] (1, 2, 5, 10 and 20 wt.%) were prepared through a casting method. X-ray diffraction analysis (XRD) revealed the amorphous nature of the PVVH copolymer and its composite samples and the degree of crystallinity decreased with increasing CoCl[2] content. Fourier transform infrared (FTIR) spectroscopy was performed to depict the structural variations due to the filling process. The absorption spectra of the ultraviolet/visible (UV/Vis) technique confirmed that the CoCl[2] filler affects the optical properties (such as optical energy gap E[g], refractive index n and Urbach energy E[u]) of PVVH composites. The scanning electron microscope (SEM) micrographs showed that the morphological properties of composite samples were influenced by and depended on the filling level (FL) of CoCl[2]. The results of DC measurement are discussed on the basis of an intrachain one-dimensional interpolaron hopping model and the obtained hopping distance was largely dependent on FL.		###
J16245234308	pH-Ionizable in Situ Gelling Poly(oligo ethylene glycol methacrylate)-Based Hydrogels: The Role of Internal Network Structures in Controlling Macroscopic Properties	The incorporation of charge within in situ covalently gelling poly(oligo ethylene glycol methacrylate) (POEGMA) precursor polymers enables the fabrication of hydrogels that exhibit both pH-responsive swelling and tunable network structures due to multimechanism cross-linking interactions. The gelation times, swelling responses, degradation kinetics, and mechanics of the resulting gels were strongly influenced by both the type of charge(s) incorporated and pH, with both amphoteric gels and anionic gels showing clear evidence of dual network formation. While the amphoteric dual network was anticipated due to charge interactions, the mechanism of the 5-fold enhancement in mechanical properties observed with the anionic gel relative to the neutral gel was revealed by isothermal titration calorimetry and small-angle neutron scattering to relate to the formation of a zippered chain structure based on dipole-dipole interactions. Consequently, rational design of the chemistry and the microscopic network structure results in controllable macroscopic properties amenable to potential biomedical applications.		###
J1708581820	Total synthesis of Crotogossamide using an on-resin concomitant cyclization/cleavage reaction	Crotogossamide, a cyclic peptide isolated from the latex of Croton gossypifolius, has been synthesized by a rapid and efficient Boc solid-phase peptide synthesis. The strategy takes advantage of the oxime resin nucleophile susceptibility and comprises the synthesis of a linear precursor followed by on-resin head-to-tail concomitant cyclization/cleavage. In addition, we report the first antimicrobial and antibiofilm investigations on Crotogossamide.	 Crotogossamide; Cyclic peptides; Macrocycles; Oxime resin; Peptide.	###
J1598547123X	Enantioselective Vinylogous Michael-Michael Cascade Reactions of 3-Alkylidene Oxindoles and Nitroolefin Enoates	A novel bifunctional squaramide catalyzed vinylogous Michael-Michael cascade reaction of 3-alkylidene oxindoles with nitroolefin enoates was developed. This convenient, one-pot cascade reaction serves as a powerful tool for the enantioselective construction of potential bioactive chiral chromans, which have three continuous tertiary stereocenters, in moderate to good yields (up to 85%) with excellent stereoselectivities (up to >19:1 dr and >99% ee).		###
J1718105126	Multifunctional cholinesterase inhibitors for Alzheimer's disease: Synthesis, biological evaluations, and docking studies of o/p-propoxyphenylsubstituted-1H-benzimidazole derivatives	This study indicates the synthesis, cholinesterase (ChE) inhibitory activity, and molecular modeling studies of 48 compounds as o- and p-(3-substitutedethoxyphenyl)-1H-benzimidazole derivatives. According to the ChE inhibitor activity results, generally, para series are more active against acetylcholinesterase (AChE) whereas ortho series are more active against butyrylcholinesterase (BuChE). The most active compounds against AChE and BuChE are compounds A12 and B14 with IC[50] values of 0.14 and 0.22_mM, respectively. Additionally, the most active 16 compounds against AChE/BuChE were chosen to investigate the neuroprotective effects, and the results indicated that most of the compounds have free radical scavenging properties and show their effects by reducing free radical production; moreover, some of the compounds significantly increased the viability of SH-SY5Y cells exposed to H[2]O[2]. Overall, compounds A12 and B14 with potential AChE and BuChE inhibitory activities, high neuroprotection against H[2]O[2]-induced toxicity, free radical scavenging properties, and metal chelating abilities may be considered as lead molecules for the development of multi-target-directed ligands against Alzheimer's diseas	 antioxidant activity; benzimidazole; cholinesterase inhibitors; molecular modeling.	###
J1684052335	BER analysis and capacity evaluation of FSO system using hybrid subcarrier intensity modulation with receiver spatial diversity over log-normal and gamma-gamma channel model	In this work, the performance of free space optical system is evaluated in terms of bit error rate (BER) and capacity using PPM-BPSK-SIM (hybrid-SIM) modulation scheme. Addition to that, we have applied spatial diversity technique for the proposed system. We have calculated the BER and the capacity at various atmospheric turbulence levels over the log-normal and gamma-gamma channel models. The analysis has been carried out at different signal-to-noise-ratio (SNR) values and link distances. The simulation results show that hybrid-SIM modulation scheme achieves better BER performance than BPSK-SIM scheme in both the channel models; furthermore, the BER performance gets improved significantly by spatial diversity technique.		###
J1783331852	Insight into the structural, elastic and electronic properties of tetragonal inter-alkali metal chalcogenides CsNaX (X=S, Se, and Te) from first-principles calculations	To investigate the structural, elastic and electronic properties of the tetragonal inter-alkali metal chalcogenides CsNaX (X = S, Se, and Te), we have applied the full-potential linearized augmented plane-wave plus local orbital (FP-LAPW + lo) method within the density functional theory (DFT) framework. For the description of the exchange-correlation potential, the Wu-Cohen generalized gradient approximation (WC-GGA) was employed. Furthermore, the generalized gradient approximation of Engel and Vosko (EV-GGA) and Tran-Blaha modified Becke-Johnson (TB-mBJ) potential were also applied to obtain reliable results for the electronic properties of CsNaX compounds. Our optimized equilibrium structural parameters are in good agreement with experimental measurements where available. The Young's modulus, bulk modulus, shear modulus, Poisson's ratio, Pugh's ratio, acoustic velocities and Debye temperature were derived from our estimated elastic constants C[ij]. It is found that all the considered compounds are mechanically stable and ductile in nature. In addition, the elastic anisotropy of the examined compounds was studied by visualizing the directionally dependent Young's modulus, shear modulus and compressibility, as well as by calculating some elastic anisotropy indices. Electronic properties, such as the band structure, density of states and the charge density, were analyzed in detail. Calculated band structures show that the studied materials are semiconductors with indirect band gaps (Z-_G).	 Ternary inter-alkali metal chalcogenides; Ab initio calculations; Elastic properties; Electronic.	###
J17571321855	Strengthening of Al[0.3]CoCrFeMnNi-based ODS high entropy alloys with incremental changes in the concentration of Y[2]O[3]	The high-entropy alloy (HEA) composite Al[0.3]CoCrFeMnNi based on the face-centered-cubic (FCC) system and reinforced with 0-3__vol% Y[2]O[3] was processed by mechanical alloying followed by spark plasma sintering (SPS). The compressive yield strength of the Al[0.3]CoCrFeMnNi high-entropy alloy (HEA) increased phenomenally, from 0.98__GPa (0__vol% Y[2]O[3]) to 1.76__GPa (3__vol% Y[2]O[3]). A quantitative analysis by atom probe tomography (APT) suggested the in-situ formation of complex oxide resulting from the reaction of Y[2]O[3] with the HEA matrix during processing, enhancing the strength. Using the dispersion-barrier hardening model, the strengthening by dispersoids in Al[0.3]CoCrFeMnNi with Y[2]O[3] was calculated, and closely matched the experimental results.	 High entropy alloy; Oxide dispersion strengthening; Spark plasma sintering; Atom probe tomography; Mechanical.	###
J17428553233	A Robust Edge Detection Approach in the Presence of High Impulse Noise Intensity Through Switching Adaptive Median and Fixed Weighted Mean Filtering	This paper introduces a robust edge detection method that relies on an integrated process for denoising images in the presence of high impulse noise. This process is shown to be resilient to impulse (or salt and pepper) noise even under high intensity levels. The proposed switching adaptive median and fixed weighted mean filter (SAMFWMF) is shown to yield optimal edge detection and edge detail preservation, an outcome we validate through high correlation, structural similarity index, and peak signal-to-noise ratio measures. For comparative purposes, a comprehensive analysis of other denoising filters is provided based on these various validation metrics. The non-maximum suppression method and new edge following maximum-sequence are the two techniques used to track the edges and overcome edge discontinuities and noisy pixels, especially in the presence of high-intensity noise levels. After applying predefined thresholds to the grayscale image, and thus obtaining a binary image, several morphological operations are used to remove the unwanted edges and noisy pixels and perform edge thinning to ultimately provide the desired edge connectivity, which results in an optimal edge detection method. The obtained results are compared with other existing state-of-the-art denoising filters and other edge detection methods in support of our assertion that the proposed method is resilient to impulse noise even under high-intensity levels	 adaptive filters; edge detection; image colour analysis; image denoising; image filtering; image sequences; image thinning; impulse noise; nonmaximum suppression method; structural similarity index; image thinning; edge following maximum-sequence.	###
J18051194108	Whistle detection and classification for whales based on convolutional neural networks	Passive acoustic observation of whales is an increasingly important tool for whale research. Accurately detecting whale sounds and correctly classifying them into corresponding whale species are essential tasks, especially in the case when two species of whales vocalize in the same observed area. Whistles are vital vocalizations of toothed whales, such as killer whales and long-finned pilot whales. In this paper, based on deep convolutional neural networks (CNNs), a novel method is proposed to detect and classify whistles of both killer whales and long-finned pilot whales. Compared with traditional methods, the proposed one can automatically learn the sound characteristics from the training data, without specifying the sound features for classification and detection, and thus shows better adaptability to complex sound signals. First, the denoised sound to be analyzed is sent to the trained detection model to estimate the number and positions of the target whistles. The detected whistles are then sent to the trained classification model, which determines the corresponding whale species. A GUI interface is developed to assist with the detection and classification process. Experimental results show that the proposed method can achieve 97% correct detection rate and 95% correct classification rate on the testing set. In the future, the presented method can be further applied to passive acoustic observation applications for some other whale or dolphin species.		###
J16741703159	Recent advances and future prospect in catalysts for oxidative coupling of methane to ethylene: A review	Despite its inherent constraints which hindered significant improvement in the process catalytically, the oxidative coupling of methane (OCM) remains an indispensable prospective approach for converting methane directly into vital chemicals such as ethylene. Recently, there is an upsurge in research effort towards better understanding of the oxidative coupling of methane process in terms of its mechanism, catalyst design and synthesis. This review discusses recent advances in crucial aspects related to the catalyst such as active sites, oxygen vacancy, acid-base property, surface oxide reducibility, oxide-support interaction, and prospects of nanowires with the aim to improve the performance of the OCM process.	 Oxidative coupling of methane; Electrophilic lattice oxygen; Oxide reducibility; Oxygen vacancy; Active.	###
J15939070201	Time Series Analysis of Soil Radon Data Using Multiple Linear Regression and Artificial Neural Network in Seismic Precursory Studies	This paper reports the analysis of soil radon data recorded in the seismic zone-V, located in the northeastern part of India (latitude 23.73N, longitude 92.73E). Continuous measurements of soil-gas emission along Chite fault in Mizoram (India) were carried out with the replacement of solid-state nuclear track detectors at weekly interval. The present study was done for the period from March 2013 to May 2015 using LR-115 Type II detectors, manufactured by Kodak Pathe, France. In order to reduce the influence of meteorological parameters, statistical analysis tools such as multiple linear regression and artificial neural network have been used. Decrease in radon concentration was recorded prior to some earthquakes that occurred during the observation period. Some false anomalies were also recorded which may be attributed to the ongoing crustal deformation which was not major enough to produce an earthquake.	 Radon measurements, SSNTDs, MLR and ANN analysis, earthquake precursors, statistical algorithm, meteorological parameters.	###
